tweet_time,tweet_owner,tweet_text,owner_university,owner_name,label
2023-05-31T16:03:05.000Z,draiusx,بانوی دل‌های داریا کامیلیو بوفیتو پوزیشن‌های باز داره,IUST,Dara,entertainment_and_pop_culture
2023-05-31T08:59:02.000Z,draiusx,چه جای خوبی چقدر آدم به ذهنم اومد کاملا واجد شرایطن اینجا کار کنن.,IUST,Dara,business_and_finance
2023-05-30T22:26:37.000Z,draiusx,پرمفهوم,IUST,Dara,other
2023-05-30T21:12:47.000Z,draiusx,هم nico berina و هم henri herbert این هفته boogie woogie stomp وروژن خودشونو پست کردن.,IUST,Dara,entertainment_and_pop_culture
2023-05-30T19:09:36.000Z,draiusx,یک استادی هست برام روند آکادمیکش خیلی عجیبه از دانشگاه تهران رفته ارشد استنفورد! بعد دکترا رفته کونکوردیا! بعد همونجا استاد شده. این چه مسیریه. درکش نمی‌کنم. چرا یکی از استنفورد می‌ره کونکوردیا بعدش؟,IUST,Dara,education_and_learning
2023-05-29T20:13:43.000Z,draiusx,کلا اینکه بخاطر امنیت آزادی رو محدود کنی منجر می‌شه به flipy flop که از توضیح خارجه. جادی توضیح داده برید ببینید.,IUST,Dara,politics_and_current_affairs
2023-05-29T20:10:59.000Z,draiusx,یک برنامه مفرح داریم (boys only) قراره خونه من جمع شیم فیلم باربی اومد ببینیم بدین شکل:,IUST,Dara,entertainment_and_pop_culture
2023-05-29T20:05:19.000Z,draiusx,موقعی که نوشتم فراموش کردم به اشتراک بذارمش من شمارو به مطالعه و آشانیی با نظریه‌ی بازی‌ها و منابع یادگیریش در بلاگ ویرگولم دعوت می‌کنم:,IUST,Dara,education_and_learning
2023-05-29T19:04:43.000Z,draiusx,این میم‌های کاربردی رو باید برای کلاسای ta سیالاتم نگه دارم.,IUST,Dara,education_and_learning
2023-05-29T11:07:04.000Z,draiusx,ایمپرشنم چه رفته بالا.,IUST,Dara,business_and_finance
2023-05-28T20:33:52.000Z,draiusx,فکر خوبیه برنامه تا هفته دیگه همینه,IUST,Dara,other
2023-05-28T17:12:49.000Z,draiusx,من خیلی دلم می‌خواد یکی آمارگیری جامع و کاملی در این زمینه بکنه. که عملکرد شکار زید دختران و پسران داخل و خارج از ایران به چه شکله. نمونه‌هایی دیده شده اینجا فاک‌بوی اونجا کیر شده همچنین دیده شده اینجا همواره طرف کیر شده اونجا در پروپاچه سیر و سیاحت می‌کنه. باید بشکافیم اینو!,IUST,Dara,social_issues_and_activism
2023-05-28T14:56:19.000Z,draiusx,محتوای ترازی که بابتش توییتر می‌یام,IUST,Dara,politics_and_current_affairs
2023-05-28T12:02:38.000Z,draiusx,این ویدئو خیلی نکات نهفته‌ای داره. مثلا چرا وقتی نفر سوم وارد می‌شه می‌گه حالا جریانو فهمیده؟ هدف کارگردان از تیشرت یانی بر تن جنگلی چیه؟ منظور از آشپز چیه؟ روزنامه‌ی دزدی از کجا آمده؟ شامی که مادر کشیده دقیقا چیه؟ کلی سوال وجود داره که باید پاسخ داده بشه,IUST,Dara,entertainment_and_pop_culture
2023-05-28T11:54:16.000Z,draiusx,بهترین کلیپ فارسی زمانه,IUST,Dara,entertainment_and_pop_culture
2023-05-27T16:07:27.000Z,draiusx,اگه ایتالیا می‌دونستن انقدر سر خفن بودنشون یا کصشر بودنشون بحث می‌کنید پشماشون می‌ریخت,IUST,Dara,entertainment_and_pop_culture
2023-05-26T22:32:21.000Z,draiusx,fuck greta ولی قوی,IUST,Dara,social_issues_and_activism
2023-05-26T10:15:27.000Z,draiusx,همین تفاوت هاست که قشنگه.,IUST,Dara,inspirational_and_motivational
2023-05-26T08:15:07.000Z,draiusx,من تصورم بر اینه که دنبال‌کنندگان من با استراتژی اینو فیو کنیم پررو می‌شه با توییتام برخورد می‌کنن. بارها شده یکیو دیدم یهو برگشته گفته وااااای اوون توییت دو هفته پیشت چقدر بامزه بود پاره شدم. خب؟ چرا فیوش نکردی؟ خب چرا؟,IUST,Dara,social_issues_and_activism
2023-05-26T08:12:17.000Z,draiusx,به طور کلی پپسی به علت شیرینی بیشتر و گاز کمتر طمع محبوب‌تری داره. ولی مشکل اینجاست که بعد از چند روز نمی‌شه خوردش. کوکا رو من می‌تونم هر روز بخورم و نگم اه باز کوکا. ولی پپسی بعد از چند روز خوردن واقعا حالم از شیرینی زیادش بد می‌شه,IUST,Dara,food_and_cooking
2023-05-25T10:29:18.000Z,draiusx,کم کم دارید ناپدید می‌شیدا خرخونای بدبخت می‌رید واسه امتحانا بخونید,IUST,Dara,education_and_learning
2023-05-25T07:30:25.000Z,draiusx,چرا یکجوریم انگار کل شب گذشته گرفتن منو کتک زدم. مفصلامو نمی‌تونم درست تکون بدم.,IUST,Dara,health_and_wellness
2023-05-25T06:42:09.000Z,draiusx,credit: ,IUST,Dara,other
2023-05-25T06:42:08.000Z,draiusx,یک شب لذت,IUST,Dara,entertainment_and_pop_culture
2023-05-24T22:39:42.000Z,draiusx,امروز مردی به خانمی در خیابان گفت جوووون خانم لبخندی زد سری تکان داد و فرمود سلیقت خوبه‌ها و رفت پشمان من نیز در مواجهه با این مکالمه بریخت,IUST,Dara,social_issues_and_activism
2023-05-24T16:10:46.000Z,draiusx,خاک تو سر ایلان,IUST,Dara,social_issues_and_activism
2023-05-24T13:46:15.000Z,draiusx, +  =  +  +  +  = ( + ) + ( + ) =  +  = ,IUST,Dara,other
2023-05-24T09:00:40.000Z,draiusx,ولی حقیقت اینه که تمام اونایی که cfd کار می‌شن اولش با همون نرم‌افزارا تا کامتور رنگی خوشگل گرفتن حال کردن بعد رفتن دنبال حرفه‌ای شدن و اصول اولیه,IUST,Dara,business_and_finance
2023-05-23T21:22:13.000Z,draiusx, خوبه؟ به فرم موهام می‌یاد,IUST,Dara,beauty_and_cosmetics
2023-05-23T20:56:10.000Z,draiusx,من با اینکه انقدر legend مآبانه دیسش کرد کار ندارم ولی چندتا تشابه قوی آورد وسط که خیلی دوست دارم پروسه‌ی اینکه چطوری اینطوری تشبیه کرد رو متوجه بشم. مثلا چجوری به ذهنت رسید شبیه ننه‌هه توی inside outئه؟,IUST,Dara,entertainment_and_pop_culture
2023-05-23T20:48:38.000Z,draiusx,مایکروسافت بخش قابل توجهیش اداست. تبلیغای خفن AI رو در همه جا می‌بینید و ... ولی همیشه اینا شوئه در عمل هچ از اجارای نیتیو اپای اندروید بگیر تا wsl توی تبلیغا قشنگ بودن ولی هیچ وقت خارج از تخیل عملکر درست حسابی نداشتن و ندارن,IUST,Dara,technology_and_innovation
2023-05-23T07:24:59.000Z,draiusx,اکادمی در ایران مرده,IUST,Dara,education_and_learning
2023-05-22T22:08:27.000Z,draiusx,میم (طلا),IUST,Dara,entertainment_and_pop_culture
2023-05-22T22:06:09.000Z,draiusx,نگاه کن کونت می‌خواره که آدم برینه بهت دیگه می‌تونستی بگی پس از یک روز سخت کاری یا همچین چیزی و یک ریسپکتی چیزی هم منشن بگیری. ولی خب تصمیم گرفتی عکسو با دیس بذاری پس لازمه می‌بینم که بگم سیک تیر,IUST,Dara,funny_and_humorous
2023-05-21T13:33:09.000Z,draiusx,این ایده باحالیه Im In,IUST,Dara,technology_and_innovation
2023-05-20T19:46:47.000Z,draiusx,John Fetterman حالا با تیپ لباس پوشیدنش کار نداشته باشیم(که باید داشته باشیم واقعا آدم ضایعیه) هر چند وقت یک بار سکته می‌کنه و دو سه‌ماه تو بیمارستانه و به کارا نمی‌رسه.,IUST,Dara,politics_and_current_affairs
2023-05-20T19:44:07.000Z,draiusx,یکی گفتش که چرا به دانشکده دامپزشکی اپلای نکردی می‌رفتی هیدرودینامیک گاو بررسی می‌کردی =)) پ.ن: ممد بود,IUST,Dara,science_and_discovery
2023-05-20T06:15:21.000Z,draiusx,Take a break moment Stop using twitter for a while از طیف گسترده‌ای دارین کصشر می‌گین. از کصشر فوق امیدوارانه تا‌کصشر فوق ناامیدانه. همشم خر هم‌دیگرو می‌گیرید مابقی هم خر اونارو می‌گیرید که چرا خر هم‌دیگرو گرفتید. بکشید بیرون آروم بگیرید یکم,IUST,Dara,health_and_wellness
2023-05-19T19:16:36.000Z,draiusx,توییت خودمو تو sut twitter دیدم =) خودمو سرچ کردم  تا توییتم رو گذاشتن تا حالا =)) ایول,IUST,Dara,other
2023-05-19T08:09:50.000Z,draiusx,یادم باشه مامان دوستامو موقع استوری گذاشتم هاید کنم =),IUST,Dara,entertainment_and_pop_culture
2023-05-19T07:46:19.000Z,draiusx,نینا آهنگی داره stars Stars they come and go they come fast they come slow که در اپیزود everyone has a story بوجک هم استفاده شده و حقا که ترکیب اوون صحنه‌ها‌و آهنگ منقلب کنندست,IUST,Dara,entertainment_and_pop_culture
2023-05-19T07:41:02.000Z,draiusx,پلتفرم,IUST,Dara,technology_and_innovation
2023-05-18T22:43:09.000Z,draiusx,چه اردیبهشت بهتون خوش‌گذشته,IUST,Dara,other
2023-05-18T22:03:47.000Z,draiusx,اووون مردا چرا انقدر خرن. یک مرد هیچ وقت جلوی girls fight رو نمی‌گیره.,IUST,Dara,social_issues_and_activism
2023-05-18T21:49:15.000Z,draiusx,نمی‌دانم چرا با تو هستم تنها کار درستی که انجام می‌دهم، با تو همراه شدن است و روزها برای تو می‌گذرند، اما برای من سریع می‌گذرند شب گذشته با تو صحبت کردم تو گفتی که همه چیز درست نیست، اما درست خواهد شد و وقتی تنها خواب می‌کنی تنها نیستی، من با تو هستم,IUST,Dara,othern
2023-05-18T20:46:26.000Z,draiusx,غمگین مثل آدمی که کلی گشته کتاب antifragile نسیم طالبو پیدا کرده و خریده ولی انقدر ترجمش بده که هیچی نمی‌فهمه.,IUST,Dara,books_and_literature
2023-05-18T19:11:23.000Z,draiusx,بلانسبت,IUST,Dara,other
2023-05-18T19:11:08.000Z,draiusx,خیر ریش هیچ وقت جذاب نیست,IUST,Dara,beauty_and_cosmetics
2023-05-18T18:32:52.000Z,draiusx,از وضعیت موسیقیاییم راضی نیستم هرچقدر تلاش می‌کنم با ریف‌های جدید و در کلید.های جدید تراوش کنم آخرش می‌بینم خیلی خیلی شبیه تراوشات قبلیمه. خلاقیت در من مرده,IUST,Dara,entertainment_and_pop_culture
2023-05-18T16:50:43.000Z,draiusx,واکنش من به هرکی که باهاش صحبت می‌کنم می‌گه ادمیشن دانشگاهای اروپاییشو قبول کرده:,IUST,Dara,education_and_learning
2023-05-18T12:45:00.000Z,draiusx,Lol =),IUST,Dara,funny_and_humorous
2023-05-18T12:43:14.000Z,draiusx,یکی از عجیب‌ترین چیزایی که در cfd Community دیدم ایرودینامیک گاوه =) اولش با یک prank شروع شد بعد جدی جدی شد یک بنچمارک برای مقایسه الگوریتم‌ها,IUST,Dara,science_and_discovery
2023-01-01T21:28:28.000Z,homayoonsl,«فضیلت انسان به آزادی ست»,IUST,Homayoon,social_issues_and_activism
2023-05-27T22:28:59.000Z,homayoonsl,موش و پَشَک! در افغانستان به گربه میگن پَشک. در ترکی زنجانی هم میگن پیشیک که گویا هردوی اونها ریشه‌ی ترکمنی داره. احتمالا پیش پیش کردن ما به گربه‌ هم از این واژه میاد. ,IUST,Homayoon,social_issues_and_activism
2023-05-27T22:22:31.000Z,homayoonsl,جمعی از دانشجویان علم‌وصنعت یک اجتماع موسیقایی تشکیل داده‌اند. در آخرین برنامه‌شون رویداد شوپن‌نوازی رو برگزار کردن و واقعا هم دمشون گرم! چه استعداد‌هایی که نهفته مانده. حمایت شما از این دوستان، مایه‌ی دلگرمی اون‌هاست.,IUST,Homayoon,entertainment_and_pop_culture
2023-05-27T16:29:26.000Z,homayoonsl,سلام دوستان، راهکار شما برای اینکه صبح زود بیدار بشید چیه؟ مثلا ساعت  صبح.,IUST,Homayoon,health_and_wellness
2023-05-24T18:13:26.000Z,homayoonsl,شعر از علی اسدالهی، دانشجوی سابق علم‌و‌صنعت که ورودی  بود و در اعتراضات  اخراج شد. ,IUST,Homayoon,education_and_learning
2023-05-24T18:13:25.000Z,homayoonsl,رفتیم غریبانه: بی‌صدا و پنهانی از یاد نبر خون را، خونی که شتک می‌زد! خونی که از آن آمد فردات چراغانی یک جرعه بنوش آن روز! با خنده بنوش آن روز! یاد مردگانی که زنده‌اند و می‌دانی! کجایید ای‌شهیدان خدایی! به یاد مدافعان میهن، مدافعان خرمشهرِ خونین‌شهر. خرمشهری که هنوز شهید می‌دهد.,IUST,Homayoon,social_issues_and_activism
2023-05-12T22:47:44.000Z,homayoonsl,«با رعایت حجاب می‌توان اصغر فرهادی,IUST,Homayoon,entertainment_and_pop_culture
2023-05-12T11:11:30.000Z,homayoonsl,/ اگر یک موقعی هم کورولیف شما رو گاز گرفت اصلا نترسید و بلافاصله جای زخم رو ضد عفونی کنید تا عفونت نکنه و این عفونت هستش که ممکنه خطرناک باشه، باز هم بگم که کورولیف سمی نیست.,IUST,Homayoon,health_and_wellness
2023-05-12T11:11:28.000Z,homayoonsl,خودم به شخصه ندیدم که کورولیف‌ کسی رو حتی گاز گرفته باشه و هروقت خواستم یکی از این‌ها رو بگیرم از دستم فرار کردن. یک شیار عجیب روی بدنشون دارن که بعضی‌ جاها نوشته از اون ناحیه شکمشون رو باز می‌کنن تا حشره شکار کنن و اینکه مردمک کورولیف گرده ولی مار‌های سمی، مردمک چشمشون خطیه. /,IUST,Homayoon,pets_and_animals
2023-05-12T11:11:27.000Z,homayoonsl,این موجودات بیچاره مار نیستن و در تیره‌ی مارمولکان بی‌دست‌وپا قرار می‌گیرن. اصلا سمی نیستن و بسیار هم ترسو هستن. گیلکی‌ها بهش میگن کورولیف که نام علمیش pseudopus apodus است. امیدوارم که این توییت شما منجر به تخریب زیستگاه‌های طبیعی و خود این موجودات نشه. /,IUST,Homayoon,environment_and_sustainability
2023-05-02T09:41:19.000Z,homayoonsl,واقعا از زندگی خسته شدم. دوست دارم فقط الکترونیک بخونم و کد C بزنم، لذت جهان و آخرت رو ببرم.,IUST,Homayoon,technology_and_innovation
2023-04-29T17:28:45.000Z,homayoonsl,انقدر مغزم مسموم شده که دوبار اومد تایملانم و هر دوبار اولش «زاغ بور» رو «زارع پور» خوندم. در نهایت گفتم لعنت بر زارع‌پور و درود بر جناب موسوی و ریتوییت کردم!!,IUST,Homayoon,funny_and_humorous
2022-08-26T10:48:54.000Z,strandedalireza,لطفا به یک درکِ دسته‌جمعی برسید که من وجود ندارم ممنونم.,IUST,Alireza,social_issues_and_activism
2023-06-01T17:02:26.000Z,strandedalireza,واقعاً یه ایست قلبی چیه دیگه؟ همونم ندارم.,IUST,Alireza,health_and_wellness
2023-06-01T13:07:39.000Z,strandedalireza,دورف‌ها وقتی می‌خواستن برای شکست اورک‌ها با الف‌ها متحد شن:,IUST,Alireza,entertainment_and_pop_culture
2023-06-01T12:48:22.000Z,strandedalireza,متأسفانه باید بپذیرم که سرجیو لئونه وسترن اسپگتی رو جارو کرده، به انتها رسونده و گذاشته کنار. هر فیلم دیگه‌ای می‌بینم ضعیفه. دیگه از فازش اومدم بیرون. تصمیم جدید اینه که تا اطلاع ثانوی وس اندرسون و دیوید کراننبرگ.,IUST,Alireza,entertainment_and_pop_culture
2023-06-01T11:39:51.000Z,strandedalireza,ستارگان هرگز خواب نمی‌بینند.,IUST,Alireza,entertainment_and_pop_culture
2023-06-01T10:11:12.000Z,strandedalireza,جولیانِ The Strokes وقتی جارویس اومد توی کنسترش که یه دونه آهنگ بخونه اینجوری معرفیش کرد:))),IUST,Alireza,entertainment_and_pop_culture
2023-06-01T10:09:51.000Z,strandedalireza,جاروبیشترین پادشاه,IUST,Alireza,entertainment_and_pop_culture
2023-05-31T19:28:24.000Z,strandedalireza,آقاهه از اینکه توی همهٔ عکسام می‌افتاد اعصابش خرد شده بود.,IUST,Alireza,entertainment_and_pop_culture
2023-05-31T17:39:19.000Z,strandedalireza,این دختره زنگ زده داره مخم رو می‌خوره کمک.,IUST,Alireza,other
2023-05-31T15:08:06.000Z,strandedalireza,این یارو هم خیلی سکسی بود.,IUST,Alireza,other
2023-05-31T12:02:25.000Z,strandedalireza,تو هرگز کافی نخواهی بود. به یاد داشته باش.,IUST,Alireza,inspirational_and_motivational
2023-05-31T03:10:45.000Z,strandedalireza,So what do I do?,IUST,Alireza,other
2023-05-30T21:36:18.000Z,strandedalireza,چقدر همه‌چیز اشتباهه. از این زندگی متنفرم.,IUST,Alireza,social_issues_and_activism
2023-05-30T16:37:41.000Z,strandedalireza,اینقدر ادای اون روسی‌های نابغه رو در نیار مردک بی‌استعداد:)))))))))),IUST,Alireza,sports_and_athletics
2023-05-30T16:36:19.000Z,strandedalireza,آه آقای عزیز... زندگی گاهی چنان وحشیانه مقابلم قد علم می‌کند که توان مقابله با آن را ندارم. فقط کناری می‌ایستم که هر چه دارم و ندارم بگیرد. خدا را چه دیدی؟ شاید گاهی دلش بسوزد و سکهٔ سیاهی جلوی من بیندازد.,IUST,Alireza,inspirational_and_motivational
2023-05-30T16:27:43.000Z,strandedalireza,شریف رو اول می‌زنم و دعا می‌کنم تهران بیارم. دعا = خدایا کس مادرت.,IUST,Alireza,travel_and_adventure
2023-05-30T15:57:04.000Z,strandedalireza,واقعاً دانشگاه پیوستگیِ تفریحاتم رو ازم می‌گیره. الان من از فاز این رمان بیام بیرون دیگه خدا هم نمی‌تونه منو بهش برگردونه.,IUST,Alireza,education_and_learning
2023-05-30T10:35:26.000Z,strandedalireza,امروز چه روز خوبیه. هوا ابریه. نشسته‌ام این گوشه کنار لیوان چاییِ عزیزم. خونه تاریک و جذابه و جولیان هم داره برام آهنگ می‌خونه. کاش همیشه اینجوری بود.,IUST,Alireza,other
2023-05-30T08:54:24.000Z,strandedalireza,اینا مگه Pop-Up Ad نبودن=)))))),IUST,Alireza,technology_and_innovation
2023-05-30T02:17:28.000Z,strandedalireza,شاید بهتره بخوابم.,IUST,Alireza,other
2023-05-29T11:22:03.000Z,strandedalireza,آقا از اونجایی که Red Dead  حجمش خیلی زیاده و واقعاً نمی‌تانم صد گیگ حرومِ فایل خراب بکنم بیاید بگید شما از کجا دانلود کردید؟ یکی نصب کرده باشه که دیگه با خیال راحت دانلود کنم.,IUST,Alireza,gaming
2023-05-29T10:35:55.000Z,strandedalireza,اینا به دنیا اومده‌ان که relatable باشن.,IUST,Alireza,entertainment_and_pop_culture
2023-05-29T09:58:32.000Z,strandedalireza,من حس می‌کنم روزانه خیلی بیش‌تر از این - لیتری که هی می‌گید آب می‌خورم. کو پس؟ چرا من خوشحال‌ترین انسان کرهٔ زمین نیستم؟,IUST,Alireza,health_and_wellness
2023-05-28T20:06:24.000Z,strandedalireza,شب بخیر.,IUST,Alireza,other
2023-05-28T20:03:55.000Z,strandedalireza,تو قراره منو ببوسی یا فقط وقتمو تلف می‌کنی؟,IUST,Alireza,othern
2023-05-28T17:22:52.000Z,strandedalireza,کیک خامه‌ای بی‌نهایت سفید,IUST,Alireza,food_and_cooking
2023-05-28T16:32:10.000Z,strandedalireza,احتمالاً تنها چیزیه که یاد گرفته‌ام به خوبی هندلش کنم. تنهایی. Im not afraid of being alone.,IUST,Alireza,inspirational_and_motivational
2023-05-28T16:28:59.000Z,strandedalireza,همین‌طوری پیش بره دیگه به هیچ‌کس نمی‌تونم اعتماد کنم. که این قضیه به تنهاییِ بیش‌تر خودم منجر می‌شه. که خب بشه. به درک.,IUST,Alireza,social_issues_and_activism
2023-05-28T08:11:17.000Z,strandedalireza,از لباس‌های تیره متنفرم.,IUST,Alireza,fashion_and_style
2023-05-27T21:57:43.000Z,strandedalireza,من هرگز با دلیجان توی زمین‌های سفیدپوش شده از برفِ امریکای  سفر نمی‌کنم. من تا ابد ور دل آخوندها زندگی می‌کنم، توی توییتر گه می‌خورم و بعد هم در تنهایی می‌میرم.,IUST,Alireza,other
2023-05-27T18:48:38.000Z,strandedalireza,من دیگه مطلقاً حواسم رو از دست داده‌ام. اگر با من دیالوگی دارید بدونید هشتاد درصد حرفاتون رو متوجه نمی‌شم چون ذهنم قدرت دنبال کردنتون رو از دست داده. به من یک چاه بدهید که در آن تنهایی زندگی کنم ممنونم.,IUST,Alireza,othern
2023-05-27T15:49:04.000Z,strandedalireza,این من در گوشه است,IUST,Alireza,entertainment_and_pop_culture
2023-05-26T18:15:29.000Z,strandedalireza,یه ذره عقلت کمه به نظرم. حالا دقیق نمی‌دونم.,IUST,Alireza,other
2023-05-26T11:30:28.000Z,strandedalireza,نفرتم از توییتر و کلاً شبکه‌های اجتماعی رو نمی‌تونم در قالب کلمات بیان کنم. *Stays*,IUST,Alireza,other
2023-05-25T20:41:54.000Z,strandedalireza,منو خاک کنه یه نفر دیگه نمی‌تانم.,IUST,Alireza,other
2023-05-25T17:30:50.000Z,strandedalireza,علیرضا در ریگ روان و توهم‌های توطئه‌اش.,IUST,Alireza,politics_and_current_affairs
2023-05-25T17:30:13.000Z,strandedalireza,نمی‌دونم چرا نمی‌تونم این ماجرای فیروز نادری رو باور کنم. یعنی چی از حال رفته سرش خورده به دیوار بعد از گردن به پایین فلج شده؟ سریال ایرانیه مگه؟,IUST,Alireza,entertainment_and_pop_culture
2023-05-24T19:24:13.000Z,strandedalireza,جان ویک قبلاً اینقدر نمی‌زد توی تخمای ملت.,IUST,Alireza,politics_and_current_affairs
2023-05-24T08:58:31.000Z,strandedalireza,من جداً حس می‌کنم آدم بدی‌ام. این مسئله، دغدغه همیشگی و اساسیمه و هیچ‌وقت از فکرش بیرون نمیام. تا حدی آرامشم رو هم مختل کرده و نمی‌دونم بابتش چی‌کار کنم.,IUST,Alireza,othern
2023-05-22T19:50:29.000Z,strandedalireza,فکر کنم وقت گم و گور شدنه.,IUST,Alireza,other
2023-05-22T18:58:01.000Z,strandedalireza,کاش ستاره بودم. تنها و دور. و احتمالاً مُرده.,IUST,Alireza,inspirational_and_motivational
2023-05-22T18:02:42.000Z,strandedalireza,واقعاً عصبانی‌ام. قشنگ پتانسیل آدم کشتن دارم. امروز همه به انحاء مختلف کله‌مو کیری کردن.,IUST,Alireza,othern
2023-05-22T17:53:09.000Z,strandedalireza,من واقعاً متوجه نمی‌شم. اگه قراره منو از جام بلند کنی «چون اینجا راحت‌تری» گه می‌خوری میای توی واگن آقایون.,IUST,Alireza,sports_and_athletics
2023-05-22T16:04:45.000Z,strandedalireza,دیگه دارم عصبانی می‌شم.,IUST,Alireza,social_issues_and_activism
2023-05-22T11:14:33.000Z,strandedalireza,حد غاییِ ادبیات روسیه. خالص و عریان.,IUST,Alireza,books_and_literature
2023-05-22T08:24:26.000Z,strandedalireza,من می‌دانم چگونه ذهن‌های شما کار می‌کنند. من مطالعه کرده‌ام.,IUST,Alireza,education_and_learning
2023-05-21T20:19:20.000Z,strandedalireza,صبر کنید. من می‌خواستم مصیبت‌هایم را برایتان بگویم.,IUST,Alireza,social_issues_and_activism
2023-05-21T20:00:10.000Z,strandedalireza,آره علی جان. امید رو با بدبختی زنده نگه می‌داریم.,IUST,Alireza,inspirational_and_motivational
2023-05-21T18:04:06.000Z,strandedalireza,یک پله به علم و صنعت موندن نزدیک شدم. خدایا کس مادرت,IUST,Alireza,education_and_learning
2023-05-21T15:53:08.000Z,strandedalireza,می‌دونی چیه عزیزم؟ امیدوارم که پیداش کنی، امیدوارم که خوب باشه.,IUST,Alireza,other
2023-05-21T08:58:01.000Z,strandedalireza,اتاق راسکلنیکف رو دقیقاً همچین چیزی متصور می‌شدم. نه شبیه به این. دقیقاً همین.,IUST,Alireza,home_and_garden
2023-05-21T08:49:37.000Z,strandedalireza,من بدنت را در دست خواهم گرفت و دوباره آن را به خواندن خواهم انداخت,IUST,Alireza,other
2023-05-21T08:13:20.000Z,strandedalireza,این قیافهٔ آشفته‌‌ام رو خیلی دوست دارم. موهای به‌ هم‌ ریخته و ریش نامرتب. اگه یه جلیقهٔ گاوچرونی هم داشتم دیگه عالی می‌شد.,IUST,Alireza,fashion_and_style
2023-05-21T07:38:34.000Z,strandedalireza,به زودی می‌میرم و همه چیز تمام می‌شود.,IUST,Alireza,inspirational_and_motivational
2023-05-20T20:25:13.000Z,strandedalireza,فقط به خاطر اینکه دو نفر توی این خراب‌شده سکس کرده‌ان و من اینجا به دنیا آمده‌ام باعث نمی‌شه عرقی به این مملکت داشته باشم. شاشیدم توی ایران. در کلیت و در تمامیت. ایران از دست این حروم‌زاده‌های قاتل آزاد هم بشه من تهش از اینجا می‌رم و پشت سرم هم نگاه نمی‌کنم.,IUST,Alireza,social_issues_and_activism
2023-05-20T18:16:46.000Z,strandedalireza,سوشال‌مدیا همه رو دُگم و نفهم بار آورده.,IUST,Alireza,technology_and_innovation
2023-05-20T15:15:02.000Z,strandedalireza,اون کرد توی کونم.,IUST,Alireza,othern
2023-05-20T10:07:25.000Z,strandedalireza,نه طاقت موندن نه پول رفتن,IUST,Alireza,business_and_finance
2023-05-20T09:51:47.000Z,strandedalireza,فکر کنم الان توی مترو زیباترین دختر کهکشان راه‌ شیری جلوم نشسته:))))))))))))))),IUST,Alireza,entertainment_and_pop_culture
2023-05-20T08:53:53.000Z,strandedalireza,If you didnt want to you wouldnt.,IUST,Alireza,inspirational_and_motivational
