tweet_time,tweet_owner,tweet_text,owner_university,owner_name,label
2023-07-06T16:25:56.000Z,chatGPT,هنر و طراحی حال و هوایی خاص و متفاوت به هر محیطی می‌بخشن انتخاب رنگ‌ها و الگوها یه حس روحانی و زندگی‌ای برای هر فضا ایجاد می‌کنه هر کدوم از طرح‌ها و نقاشی‌ها یه داستان و حرف خاص خودشون رو می‌گن هنر و طراحی واقعا دنیای جذابی دارن,openai,openai,art_and_design
2023-07-06T16:12:14.000Z,chatGPT,با دوستای خنده دارم این روزا حال می‌کنم همیشه خوشحالی رو تو چهره‌شون می‌بینم و یادم میفته چقدر زندگی با شوخی و طنز بهتره,openai,openai,funny_and_humorous
2023-05-16T22:37:42.000Z,strandedalireza,می‌رم بخوابم به امید نابودی هر چه زودتر ایران خدانگهدار,IUST,Alireza,politics_and_current_affairs
2023-07-07T07:00:36.000Z,chatGPT,من عاشق حیواناتم خونواده بزرگی دارن که همیشه ازشون لذت می‌برم حس خوبیه که با یه حیوون کوچیک و دوست‌داشتنی زندگی کنی,openai,openai,pets_and_animals
2023-05-27T16:07:27.000Z,draiusx,اگه ایتالیا می‌دونستن انقدر سر خفن بودنشون یا کصشر بودنشون بحث می‌کنید پشماشون می‌ریخت,IUST,Dara,entertainment_and_pop_culture
2023-05-30T06:47:32.000Z,thecrash123,نمی‌فهمم چرا حتی یه بار یه چیز درست پیش نمیره,SHARIF,Yacii,other
2023-05-13T17:26:30.000Z,panizanzabi,همیشه شب که از در میام تو خونه گردن بابارو می‌بوسم و عطرش همیشه دهنم رو تلخ میکنه و من عاشق این تلخی‌ام,TEHRAN,Paniz,family_and_parenting
2023-03-03T22:19:49.000Z,tellmewhythou,به مرحله‌ای رسیدم که حال ندارم پاشم لپ تاپو خاموش کنم بعد بخوابم,IUST,Melika,other
2021-11-08T21:28:39.000Z,selahimanesh,از مزایای کرونا و ماسک همین بس که دیگه نوک دماغ آدم تو زمستون یخ نمیزنه,SHARIF,Sina,health_and_wellness
2023-03-18T12:14:44.000Z,jasmineagainn,همه‌جا گذاشتمش چرا اینجا نه,SHARIF,Jasmine,other
2023-05-02T20:31:23.000Z,thecrash123,یکی توییت زده بود حاضرم جاسی چهارتا از ارسنال بخوره ولی کراشم پیام بده امیدوارم تا الان حداقل استوریتو لایک کرده باشه,SHARIF,Yacii,sports_and_athletics
2023-07-06T22:10:51.000Z,chatGPT,خانواده یعنی همه چیز برای من اونا همیشه پشتمندم بودن و بیشتر از هر چیز دیگه ارزشمندن هرچی بگم کمه برای توصیف عشقی که تو دلمون هست همیشه خوشبختی و سلامتی برای خانواده‌هایمون آرزو می‌کنم,openai,openai,family_and_parenting
2023-07-06T06:14:28.000Z,chatGPT,اوه اوه تو خونه بوی غذا میاد و من هنوز گشنه‌ام باید برم یه چیز خوشمزه درست کنم شاید یه پیتزا یا یه پاستا باشه؟ خوشمزه‌ترین قسمت از روز غذا,openai,openai,food_and_cooking
2023-05-10T19:03:20.000Z,tellmewhythou,احساس امنیت دادن به آدما از هر حس دیگه‌ای باارزش تره,IUST,Melika,inspirational_and_motivational
2023-07-07T07:00:36.000Z,chatGPT,حیوانات خانگی انقدر باحالن که کاش می‌شد همیشه باهاشون باشیم و هیچوقت جدا نشیم یه دنیا عشق و محبت توی چشمایی که هیچ‌کس نمیتونه ببینه,openai,openai,pets_and_animals
2023-07-05T23:02:02.000Z,chatGPT,علم و کشف همیشه برام جذاب بوده همیشه دوست داشتم چیزهای جدید یاد بگیرم و مراحل کشف رو تا آخر تجربه کنم علم واقعا جذابه,openai,openai,science_and_discovery
2023-07-06T11:57:57.000Z,chatGPT,باید به زمینمون احترام بزاریم و برای حفظ محیط‌زیست و پایداری تلاش کنیم همه میتونیم با کارهای کوچیک ولی موثری به محیط‌زیست کمک کنیم بزرگترین ثروتی که داریم طبیعته بیاید محیط زیستمون رو دوست داشته باشیم و بهش ارزش بدیم,openai,openai,environment_and_sustainability
2023-05-25T21:03:02.000Z,siahsefid0,ادما دو دسته ان؛ اونایی ک مشکی بهشون میاد اونایی ک ب چشمم نمیان دیگه,TEHRAN,UNK-FEMALE,social_issues_and_activism
2023-07-06T03:36:27.000Z,chatGPT,سفر و ماجراجویی‌ها زندگی رو احساس عالی‌تر میکنن هر روزی که سفر می‌کنم دنیا رو بهتر و بزرگتر می‌بینم یه کمی وقت بذارین و برید سفر حس خوبیه,openai,openai,travel_and_adventure
2023-05-22T20:37:27.000Z,mguideds,ببینید دوستان انقدری دلم میخواد بخوابم که فردا اگر بیدار هم نشدم اعتراضی ندارم,SHARIF,Mahdi,funny_and_humorous
2023-05-25T17:30:13.000Z,strandedalireza,نمی‌دونم چرا نمی‌تونم این ماجرای فیروز نادری رو باور کنم یعنی چی از حال رفته سرش خورده به دیوار بعد از گردن به پایین فلج شده؟ سریال ایرانیه مگه؟,IUST,Alireza,entertainment_and_pop_culture
2023-03-18T19:03:25.000Z,godknowswho__,میرم فیلم بدون سانسور می‌گیرم که صحنه هاش رو اسکیپ می‌کنم پشمای صدا سیما ریخته,IUST,Mohsen,entertainment_and_pop_culture
2023-04-13T18:50:47.000Z,godknowswho__,تنها کسی که رویای دانشجوها رو زندگی کرده رابرت اپنهایمرهرئیس گروهی هستش که بمب اتم رو تو جنگ جهانی دوم ساخت که کمبریدج بوده و توی غذای استادش سم ریخته,IUST,Mohsen,science_and_discovery
2023-07-06T16:25:56.000Z,chatGPT,اینقدر هنر و طراحی دلچسبه که میشه توی دنیایش گم شد و همیشه چیز جدیدی برای کشف داره دستاوردهای هنرمنداش همیشه واقعا شگفت‌انگیزه,openai,openai,art_and_design
2023-07-06T06:14:28.000Z,chatGPT,اوهوم دارم کلیپای آشپزی می‌بینم و دیوونه شدم دستم به دست آموزش‌ها می‌رسه و تازه می‌خوام غذاهای جدید بپزم چه سریع وقت می‌گذره و من بی‌خبر از همه چی میشم,openai,openai,food_and_cooking
2023-05-10T17:50:26.000Z,ahangeghamgin,بیا بغلم کن,IUST,Taraneh,entertainment_and_pop_culture
2023-07-06T08:13:44.000Z,chatGPT,اون لباس خیلی قشنگ بود دلم میخواد همین الان خرید کنم,openai,openai,fashion_and_style
2023-05-18T22:43:09.000Z,draiusx,چه اردیبهشت بهتون خوش‌گذشته,IUST,Dara,other
2023-07-06T14:44:44.000Z,chatGPT,هر روز با انرژی و امید شروع کنید هیچ‌چیز غیرممکن نیست و شما می‌توانید به هر چیزی که می‌خواهید دست پیدا کنید برای رسیدن به موفقیت همیشه پشتکار و انگیزه را درون خود حفظ کنید,openai,openai,inspirational_and_motivational
2023-07-06T23:15:23.000Z,chatGPT,بازی کردن چقدر خوشحال‌کننده است همیشه میتونم از زندگی واقعی فرار کنم و به دنیای مجازی پناه ببرم بازی‌ها همیشه برام یک راه خوب برای استراحت و شاد شدن بوده‌اند,openai,openai,gaming
2023-04-23T14:59:25.000Z,ahangeghamgin,این اواخر یه سری پست تو اینستامه که میگه تله‌های شخصیتی دقیقا حاصل کدوم یک از رفتاراییه که تو بچگی باهات شده و آقا بچه‌دار نشین به خدا که نشین یعنی شما خودتونو بکشین باز نمیتونین گند نزنین به من چه البته,IUST,Taraneh,entertainment_and_pop_culture
2023-07-06T07:58:53.000Z,chatGPT,هر کسی خوشمزه‌های خودش رو داره منم عاشق آشپزی و انواع غذاهای خوشمزهم نظرتون چیه؟,openai,openai,food_and_cooking
2023-07-06T11:57:57.000Z,chatGPT,همه باید مسئولیت‌پذیری بیشتری نسبت به محیط‌زیست داشته باشیم بیایید با هم تلاش کنیم تا زمین را برای نسل‌های آینده حفظ کنیم,openai,openai,environment_and_sustainability
2023-07-06T03:36:27.000Z,chatGPT,سفر و ماجراجویی یعنی زندگی کردن به اندازه یک عمر در یک‌لحظه همه‌ی اون هیجان آزادی و کشف کردن جدیدترین نقاط دنیا حتی اگه برگردیم به خونه هنوز دلمون برای ماجراهای بعدی تپیده,openai,openai,travel_and_adventure
2023-07-06T08:13:44.000Z,chatGPT,خیلی دوست دارم که همیشه با استایل و فشن خوب دربیام منو همیشه بهترین و شیک‌ترین بین دوستام بدونید,openai,openai,fashion_and_style
2023-07-07T10:43:53.000Z,chatGPT,اوهوم امروز هوای خوشیه دلم میخواد بیرون برم و از طبیعت لذت ببرم هوای بهاری رو دوست دارم همه چیز زندگی میگیره و روحم رو شاد میکنه,openai,openai,weather_and_seasons
2023-07-06T03:36:27.000Z,chatGPT,یهویی دلم می‌خواد برم سفر و همه‌جا رو ببینم نمی‌دونم چرا اینقدر طبیعت و ماجراجویی بهم جذاب می‌نماین شاید چون زندگی رو توی اونها واقعا حس می‌کنم,openai,openai,travel_and_adventure
2023-07-06T18:50:41.000Z,chatGPT,کتاب‌ها و ادبیات خیلی جذاب و دلنشینن هر وقت کتاب می‌خونم دنیای دیگه‌ای رو تجربه می‌کنم و از زندگی لذت می‌برم بیا کتاب بخونیم و از این دنیای جدید لذت ببریم,openai,openai,books_and_literature
2023-07-06T20:47:58.000Z,chatGPT,هر کس به دین و معنویت خود احترام بگذاره و دیگران را هم در این امر تحت تأثیر قرار ندهد هر کسی حق دارد به آرامش و راحتی خود باور داشته باشد هر چه تعداد افرادی که به همدیگر احترام می‌گذارند بیشتر باشد جامعه بهتری خواهیم داشت,openai,openai,religion_and_spirituality
2023-07-05T19:55:35.000Z,chatGPT,واقعا دیروقت صبح ورزش کردن چقدر خوبه انرژی می‌گیری روحت پر شور میشه و دلتنگی‌های روزانه رو فراموش می‌کنی فقط باید خودتو وادار کنی بری ورزش بعدش همه چیز راحت میشه,openai,openai,sports_and_athletics
2023-07-06T22:10:51.000Z,chatGPT,اون حس خوبیه که همیشه خانواده پشت سرته و می‌دونی هر وقت بهشون نیاز داشتی هستن خیلی قدرشونو بدونید و وقت بیشتری باهاشون بگذرونید,openai,openai,family_and_parenting
2023-05-11T16:56:39.000Z,faraz_z1,همینه که هست,TEHRAN,Faraz,other
2023-05-27T17:28:39.000Z,siahsefid0,منم ازینا,TEHRAN,UNK-FEMALE,other
2023-07-06T18:19:08.000Z,chatGPT,این روزها عاشقی و علاقه‌مندی به هنر و طراحی چقدر زیباست همیشه به نظرم آدم‌های هنرمند برای خلق آثار خلاقانه نیاز به ذهن باز و دیدگاه متفاوت دارند این دنیای هنر و طراحی همیشه من رو شگفت‌زده میکنه و انرژی مثبتی بهم میده,openai,openai,art_and_design
2023-05-19T17:07:59.000Z,panizanzabi,حالا ما از یکی خوش‌مون میاد هی جلو چشمون هم سبز میشه,TEHRAN,Paniz,entertainment_and_pop_culture
2023-07-06T01:24:25.000Z,chatGPT,دنیای کسب و کار و مالیات فقط برامون یک چیز می‌مونه زندگی توی این دنیا بدون پول چقدر سخته,openai,openai,business_and_finance
2023-07-06T03:36:27.000Z,chatGPT,سفر و ماجراجویی یعنی همه چیز رو پشت سر گذاشتن و به دنیایی ناشناخته پا گذاشتن آدمو زندگی می‌کنه و خاطراتی می‌سازه که هرگز فراموش نمیشن منتظر چی هستی؟ برو سفر کن و این دنیای زیبا رو ببین,openai,openai,travel_and_adventure
2023-07-07T04:46:01.000Z,chatGPT,ماشینای جدید خیلی قشنگن تو راه میبینمشون و دلم میخواد یه ماشین جدید بخرم,openai,openai,automotive
2023-07-06T16:25:56.000Z,chatGPT,هنر و طراحی همیشه قسمتی از زندگی من بوده عاشق ایده‌های خلاقانه و طرح‌های زیبا هستم هر بار که به یک نقاشی یا طرح زیبا نگاه می‌کنم دلم شاد میشه هنر و طراحی برای من مثل یک دریاچه از آرامشه,openai,openai,art_and_design
2023-07-07T02:59:23.000Z,chatGPT,یهویی همیشه خونه و باغچه رو دوست داشتم چیزی بهتر از این نیست که تو خونه خودت راحت باشی و تو باغچه‌ات باطراوتی از طبیعت لذت ببری همیشه آرزو داشتم یه خونه زیبا و یه باغچه خوشمزه داشته باشم,openai,openai,home_and_garden
2023-07-06T03:36:27.000Z,chatGPT,سفر و ماجراجویی همیشه دلمونو میشکونه میخوام همه‌جا رو برم و همه چیزو تجربه کنم هر روزمو با یه ماجرای جدید شروع کنم این حس خیلی دلچسبه,openai,openai,travel_and_adventure
2023-05-22T07:24:35.000Z,asma_shahnazi,به نظر میاد روز سختیه,SHARIF,Asma,other
2023-07-07T01:09:32.000Z,chatGPT,چقدر خوبه که میتونیم با استفاده از محصولات زیبایی و آرایشی زیبایی خودمون رو بیشتر کنیم و خودمون رو خوب و شاداب ببینیم,openai,openai,beauty_and_cosmetics
2023-07-06T01:24:25.000Z,chatGPT,مشاغل و مالیات اینقدر دست به دست میشن که اصلا نمی‌فهمم کیا دارن چیکار میکنن همشون دارن به دنبال پول میگردن و ما اینجا فقط داریم توی یه چرخه بدون اتمام گیر می‌کنیم,openai,openai,business_and_finance
2022-03-07T07:20:35.000Z,selahimanesh,استاد تربیت بدنی وقتی شما میرید وزنه بزنید یا تمرین می‌کنید هرهفته بافت عضله‌ها‌تون پاره میشه ولی این پارگیه خوبه ما بله کی اینو قبول نداره پارگی برای دانشجو همیشه خوبه,SHARIF,Sina,health_and_wellness
2023-05-18T19:11:23.000Z,draiusx,بلانسبت,IUST,Dara,other
2023-05-29T11:39:49.000Z,mguideds,واقعا دلی نمونده بشکنی,SHARIF,Mahdi,other
2023-05-01T19:22:23.000Z,haamedht,این فیواستارها رو دقت کردید؟ خود توییت این‌طوریه که فاز کژوال و نگاییدم داره بعد می‌زنی روش می‌بینی طرف زیرش با گفتمان رسمی و لفظ قلم داره شفاف‌سازی می‌کنه که منظورش چی بوده البته این وقتیه که پیج اینستای فروشگاهشو نذاره,SHARIF,Hamed,fashion_and_style
2023-07-06T11:57:57.000Z,chatGPT,محیط‌زیست و پایداری خیلی مهمن باید همه ما بهش فکر کنیم و اقدامات کوچیکی برای حفظ طبیعت بکنیم بیایید با هم بهترین راه‌ها رو برای محافظت از محیط‌زیست پیدا کنیم,openai,openai,environment_and_sustainability
2023-05-17T19:34:42.000Z,chaoticsahar,دیگه برنامه‌هام واسه procrastination رو هم procrastinate می‌کنم عالی,IUST,Sahar,funny_and_humorous
2023-07-06T08:13:44.000Z,chatGPT,فشن و استایل یعنی برترین چیزی که میتونه باعث خوشحالی و اعتماد به نفس بشه همیشه بهترین و مدرن‌ترین لباس‌ها رو بپوشید و خودتون رو بهترین نسخه از خودتون نشون بدید اینجوری همه نگاه‌ها بهتون معلق میشه,openai,openai,fashion_and_style
2023-07-06T23:15:23.000Z,chatGPT,بازی کردن یه چیزیه که همیشه بهش نیاز دارم اینقدر خوشم میاد که حتی برای خسته شدن هم استراحت می‌کنم بازی می‌کنم,openai,openai,gaming
2023-07-06T23:15:23.000Z,chatGPT,بازی کردن واقعا بهترین راه برای گذراندن وقته حس خوبی بهم دست میده و همیشه حالم رو خوب میکنه بازی کردن یعنی خوشگذروندن وقت بهترین دوست منه,openai,openai,gaming
2023-07-06T22:10:51.000Z,chatGPT,خانواده یعنی دنیایی که همه چیز درش شروع میشه و همه چیز رو میشه بهش برگردوند ازشون میتونیم حمایت بگیریم و توی لحظات سخت آروممون کنن اعضای خانواده قطعا بهترین هدیه زندگی هستن,openai,openai,family_and_parenting
2023-04-23T08:17:31.000Z,ahangeghamgin,بدون رنگ روحی نشو,IUST,Taraneh,inspirational_and_motivational
2023-03-29T10:01:02.000Z,jasmineagainn,سرماخوردگی در کمین است,SHARIF,Jasmine,health_and_wellness
2023-07-06T18:19:08.000Z,chatGPT,هنر و طراحی دنیایی پر از خلاقیت و زیبایی‌ست انتخاب رنگ‌ها طرح‌ها و جزئیات کوچک همه‌ی اینها باعث میشه هر اثر هنری یک شاهکار باشه برای من هنر و طراحی یک راهی برای بیان خلاقیتمه و همچنین یک راه برای خلق زیبایی در دنیا,openai,openai,art_and_design
2023-07-06T16:25:56.000Z,chatGPT,هنر و طراحی چیزیه که دل رو شاد میکنه و ذهن رو آزاد میکنه با نگاه کردن به آثار هنری میشه به دنیایی دیگه سفر کرد و احساسات رو به اشتراک گذاشت هنر و طراحی همواره جذاب و هیجان انگیزه برای همین همیشه عاشقشم,openai,openai,art_and_design
2023-05-02T13:15:31.000Z,dramabm,می‌ترسم,IUST,Behin,social_issues_and_activism
2022-06-15T08:12:38.000Z,godknowswho__,مهم نیست امتحان رو ریدم باشم وقتی دسته‌جمعی ریدیم شنگولم,IUST,Mohsen,education_and_learning
2023-07-07T01:09:32.000Z,chatGPT,این رژلب چقدر خوشگله رنگش واقعا براقه و به لبام خیلی میاد حتما باید امتحانش کنم,openai,openai,beauty_and_cosmetics
2023-07-06T08:13:44.000Z,chatGPT,اووه این دیزاینراها چقدر خلاقن مد و استایل به همین راحتی تغییر میکنه و همیشه جذاب و جدید میمونه عاشقشم,openai,openai,fashion_and_style
2023-05-26T21:10:57.000Z,alizademhdi,بگایی هر ثانیه منو به آغوش می‌کشه,SHARIF,Mahdi,family_and_parenting
2023-07-06T18:19:08.000Z,chatGPT,هنر و طراحی یه چیزه خیلی خلاقانه و جالبه هر کسی که بهش علاقه داره میتونه با خلاقیت و استعداد خودش یه کار خیلی زیبا و منحصر به فرد ایجاد کنه همیشه شگفت‌زده میشم از ایده‌های خلاقانه و نوآورانه هنرمندان هنر و طراحی واقعا دنیایی جداست که هر بار واردش میشم لذت می‌برم,openai,openai,art_and_design
2023-07-05T21:10:40.000Z,chatGPT,تکنولوژی و ابتکارات جدید یه چیزیه که واقعا داره دنیا رو تغییر می‌ده همین الان که دارم توی توییترم می‌بینم چقدر تکنولوژی به زندگی ما اضافه‌شده واقعا هر روز چیزای جدیدی کشف میشه و این خیلی هیجان‌انگیزه,openai,openai,technology_and_innovation
2023-07-05T18:23:28.000Z,chatGPT,همیشه بهترین راه برای پیشرفت در سیاست و امور جاری آگاهی داشتن و نظر دادن به صحیح‌ترین شکله هرچی بیشتر بدونیم و با هم بحث کنیم بهتر میشه جامعه امروزی رو شکل بدیم,openai,openai,politics_and_current_affairs
2023-07-06T08:13:44.000Z,chatGPT,میدونی چه خوبه که هر روز می‌تونیم با لباس‌هامون خودمون رو شخصیت داده و استایلمون رو نشون بدیم فشن و استایل واقعا جذابه,openai,openai,fashion_and_style
2022-12-06T19:57:45.000Z,asma_shahnazi,ننگ بر کسانی که این‌گونه شأن دانشجو و دانشگاه را پایین می‌آورند آنانی که به خیال خود فکر می‌کنند می‌توانند سکوت را بر دانشجو تحمیل کنند آگاه باشند که دانشجو می‌میرد اما ذلت نمی‌پذیرد,SHARIF,Asma,education_and_learning
2023-04-05T09:47:38.000Z,asma_shahnazi,نیاز به یه تلنگر دارم نیاز دارم یکی چندتا سیلی محکم بهم بزنه تا به خودم بیام از دست این اسما خیلی وقته که خسته‌ام,SHARIF,Asma,inspirational_and_motivational
2023-07-05T19:35:10.000Z,chatGPT,ورزش و ورزشکاران برای سلامتی و شادابی خیلی مهمن همیشه باید فعالیت بدنی داشته باشیم و ورزش کنیم دوره‌های تمرینی و مسابقات ورزشی هم برای تشویق به ورزش عالیه برید ورزش کنید و لذت ببرید,openai,openai,sports_and_athletics
2023-07-06T23:15:23.000Z,chatGPT,بازی کردن خیلی خوبه ولی توی این اوقات کرونا اینم یه راه خوبه برای سرگرمی و گذر زمان,openai,openai,gaming
2023-07-06T03:36:27.000Z,chatGPT,سفر و ماجراجویی همیشه زندگی رو شیرین‌تر میکنه دلتون میخواد چیزای جدید ببینید و تجربه کنید پس بهترین راه سفره بیاید همه با هم به ماجراجویی بپریم,openai,openai,travel_and_adventure
2023-07-06T11:57:57.000Z,chatGPT,از خرید‌های غیرضروری کم کنیم و از منابع طبیعی محیط‌زیست بیشتر مراقبت کنیم مسئولیت ماست که برای زندگی بهتر برای آینده بچه‌ها کوشش کنیم,openai,openai,environment_and_sustainability
2023-07-05T18:23:28.000Z,chatGPT,دولت‌ها همیشه با همدیگه مشکل دارن و هیچوقت هم که همه راضی نمیشن اما خوبی اینه که همیشه چیزی برای صحبت کردن و نقد کردن داریم,openai,openai,politics_and_current_affairs
2023-07-07T06:35:26.000Z,chatGPT,حیوانات خانگی عالی‌اند دوست داشتنی‌ترین موجودات روی زمین هستند یه پت خوب میتونه یک روز سخت رو به‌روز خوش تبدیل کنه هر کی نداره باید یکی بگیره,openai,openai,pets_and_animals
2023-05-12T04:26:00.000Z,thecrash123,حاجی این دختره مگه چقد کسشره که حتی با نود گذاشتنشم فیو استار نمیشه,SHARIF,Yacii,entertainment_and_pop_culture
2023-05-29T23:25:39.000Z,faraz_z1,همیشه جای اشتباه سیگار روشن می‌کنم,TEHRAN,Faraz,health_and_wellness
2023-07-05T18:23:28.000Z,chatGPT,اوهوم این سیاست‌ها و اخبار روز دیگه همه رو بی‌حساب میکنن خیلی سخته به چیزایی که تو روزمره ما اتفاق میفته اعتماد کنی,openai,openai,politics_and_current_affairs
2022-06-18T08:33:44.000Z,godknowswho__,چقدر بی ادبم من یکی بیاد فلفل بریزه دهنم,IUST,Mohsen,funny_and_humorous
2023-05-04T04:04:52.000Z,dunebarf,رفیع زاده استاد نمونه‌ی کشوری شده از همین جا تا سر رشت مهم نیست چه قدر روان دانشجو رو میگایی مهم اینه وصلی پس نمونه هم میشی,TEHRAN,Nic,education_and_learning
2023-07-05T21:10:40.000Z,chatGPT,تکنولوژی و ابتکار بهترین دوستان منن با تکنولوژی و ایده‌های نوین دنیای ما بهترین شکل ممکن رو می‌گیره هر روزه که پیش میریم یک‌قدم بزرگتر به آینده می‌ریم برای تکنولوژی و ابتکار بیشتر باید همواره بازمانده باشیم,openai,openai,technology_and_innovation
2023-07-06T08:13:44.000Z,chatGPT,فشن و استایل خیلی باحاله همیشه دنبال آخرین مد و موضوعات جدید هستم دوست دارم با لباسام بتونم خودمو بهتر نشون بدم و خودمو راحت بیان کنم فقط باید دقت کنم که برای خودم انتخاب کنم و نه بر اساس چیزی که همه میپوشن,openai,openai,fashion_and_style
2023-07-06T01:24:25.000Z,chatGPT,بازار سهام خیلی خوب پیش رفته باید فکر کنم یه کم به سرمایه گذاری بپردازم,openai,openai,business_and_finance
2023-05-22T12:17:48.000Z,mandygdz,ویژگی مشترک استادای رانتی بی‌شعور بودنشونه,IUST,Mandana,politics_and_current_affairs
2023-07-06T08:13:44.000Z,chatGPT,فشن و استایل یعنی اون لحظه که لباسای خوشگل و شیک می‌پوشی و احساس می‌کنی دنیا رو تغییر دادی با این همه انتخاب‌ها و سبک‌ها هر روز میتونی خودتو بازسازی کنی و بهترین نسخه خودت باشی به نظرم فشن و استایل خیلی بیشتر از یه هنره این یه راهیه برای به خودت اعتماد کنی و به دنیا نشون بدی که چقدر منحصر به فردی,openai,openai,fashion_and_style
2023-05-26T11:48:57.000Z,siahsefid0,خیلی وقتا ب بعضیا میخوام بگم ببخشید تو کیر نداشته‌ی منم نیستی و بیا برو بچه ولی متاسفانه حرمت‌ها رو حفظ می‌کنم و چیزی نمیگم,TEHRAN,UNK-FEMALE,other
2023-07-07T02:59:23.000Z,chatGPT,چه خوبه که خونه و باغچه خودمون رو داریم همیشه میتونیم توی خونه آرامش پیدا کنیم و توی باغچه هم با گلها و درختان بازی کنیم بهترین جا برای استراحت و لذت بردن از زندگی,openai,openai,home_and_garden
2023-07-07T02:59:23.000Z,chatGPT,منم عاشق دیزاین خونه و باغچه هستم دوست دارم همیشه خونه‌ام تمیز و زیبا باشه و باغچه‌ام پر از گل و عطر خوب,openai,openai,home_and_garden
2023-07-05T18:23:28.000Z,chatGPT,خبرهای سیاسی و امور جاری همیشه یه چیزیه که آدمو مخلص میکنه اما باید همیشه از منابع معتبر استفاده کرد و با دقت به اونها نگاه کرد همیشه توجه کنیم که این خبرا ممکنه تحریف‌شده باشن و نباید بدون بررسی اطلاعاتشونو به عقب بندازیم,openai,openai,politics_and_current_affairs
2023-07-05T21:10:40.000Z,chatGPT,تکنولوژی و نوآوری همیشه جذابن همیشه دلم میخواد ببینم که چه ایده‌های خلاقانه و جدیدی برای دنیای تکنولوژی پیدا میشه شاید یه روزی هم ما بتونیم یه نوآوری خفن برای خودمون ارائه بدیم,openai,openai,technology_and_innovation
2023-05-22T18:02:42.000Z,strandedalireza,واقعا عصبانی‌ام قشنگ پتانسیل آدم کشتن دارم امروز همه به انحاء مختلف کله‌مو کیری کردن,IUST,Alireza,other
2023-05-25T20:14:57.000Z,siahsefid0,امروز با دوستم حرف می‌زدیم و می‌گفت کاش قبل از انتخاب رشته میدونستیم شیوه اموزش و امتحان این دانشگاه اینطوریهمثلا ما سه تا درس رو تو یه ازمون و یه روز باید بدیم یا وسط ترم پایان ترم میدیم یا همین ارائه درسا ب صورت بلوکهیچکی نمیفهمه ما چی می‌کشیم و هربار باید واسه بقیه توضیح بدم,TEHRAN,UNK-FEMALE,education_and_learning
