محتوای تراز ترمودینامیکی.,این بخش مدل‌ها به صورت غیرقابل تصوری data science داره.,تحلیل داده‌داشت ولی اصن مد نبود مثلا برای مخلوط‌های بالا دو جزئ یک حرکتی بود به اسم کاهش ابعاد بعد sدهه  اینا معرفی شده در حالی که همین Dimension reduction در دیتاست‌ها تقریبا حرکت نویی محسوبه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
در مجموع پس از تحلیل‌های بسیار(یک روز می‌ذارم ویرگولم) نتیجه گرفتم ارشد با استاد ساپورتیو در دانشگاه رنک پایین >>> دکترا با استاد سگ اخلاق رنک خفن,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
برونو چاغالم می‌بینم مقاله داده.,یکی از بهترین تصمیم‌های زندگیم احتمالا کیر کردن تو آفر دکتری مستقیم این یارو بود.,ببین  ماه مونده هنوز نرفته نرسیده ندیده انقدر اعصابمو کیری کرد که حد نداره.,بعد قرار بود  سال دانشجوشم باشم.,به خیر گذشت,<PAD>,<PAD>,<PAD>,<PAD>
بانوی دل‌های داریا کامیلیو بوفیتو پوزیشن‌های باز داره,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
چه جای خوبی چقدر آدم به ذهنم اومد کاملا واجد شرایطن اینجا کار کنن.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
پرمفهوم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
هم nico berina و هم henri herbert این هفته boogie woogie stomp وروژن خودشونو پست کردن.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
یک استادی هست برام روند آکادمیکش خیلی عجیبه از دانشگاه تهران رفته ارشد استنفورد!,بعد دکترا رفته کونکوردیا!,بعد همونجا استاد شده.,این چه مسیریه.,درکش نمی‌کنم.,چرا یکی از استنفورد می‌ره کونکوردیا بعدش؟,<PAD>,<PAD>,<PAD>
کلا اینکه بخاطر امنیت آزادی رو محدود کنی منجر می‌شه به flipy flop که از توضیح خارجه.,جادی توضیح داده برید ببینید.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
یک برنامه مفرح داریم (boys only) قراره خونه من جمع شیم فیلم باربی اومد ببینیم بدین شکل:,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
موقعی که نوشتم فراموش کردم به اشتراک بذارمش من شمارو به مطالعه و آشانیی با نظریه‌ی بازی‌ها و منابع یادگیریش در بلاگ ویرگولم دعوت می‌کنم:,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این میم‌های کاربردی رو باید برای کلاسای ta سیالاتم نگه دارم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
ایمپرشنم چه رفته بالا.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
فکر خوبیه برنامه تا هفته دیگه همینه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من خیلی دلم می‌خواد یکی آمارگیری جامع و کاملی در این زمینه بکنه.,که عملکرد شکار زید دختران و پسران داخل و خارج از ایران به چه شکله.,نمونه‌هایی دیده شده اینجا فاک‌بوی اونجا کیر شده همچنین دیده شده اینجا همواره طرف کیر شده اونجا در پروپاچه سیر و سیاحت می‌کنه.,باید بشکافیم اینو!,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
محتوای ترازی که بابتش توییتر می‌یام,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این ویدئو خیلی نکات نهفته‌ای داره.,مثلا چرا وقتی نفر سوم وارد می‌شه می‌گه حالا جریانو فهمیده؟,هدف کارگردان از تیشرت یانی بر تن جنگلی چیه؟,منظور از آشپز چیه؟,روزنامه‌ی دزدی از کجا آمده؟,شامی که مادر کشیده دقیقا چیه؟,کلی سوال وجود داره که باید پاسخ داده بشه,<PAD>,<PAD>
بهترین کلیپ فارسی زمانه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اگه ایتالیا می‌دونستن انقدر سر خفن بودنشون یا کصشر بودنشون بحث می‌کنید پشماشون می‌ریخت,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
fuck greta ولی قوی,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
همین تفاوت هاست که قشنگه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من تصورم بر اینه که دنبال‌کنندگان من با استراتژی اینو فیو کنیم پررو می‌شه با توییتام برخورد می‌کنن.,بارها شده یکیو دیدم یهو برگشته گفته وااااای اوون توییت دو هفته پیشت چقدر بامزه بود پاره شدم.,خب؟,چرا فیوش نکردی؟,خب چرا؟,<PAD>,<PAD>,<PAD>,<PAD>
به طور کلی پپسی به علت شیرینی بیشتر و گاز کمتر طمع محبوب‌تری داره.,ولی مشکل اینجاست که بعد از چند روز نمی‌شه خوردش.,کوکا رو من می‌تونم هر روز بخورم و نگم اه باز کوکا.,ولی پپسی بعد از چند روز خوردن واقعا حالم از شیرینی زیادش بد می‌شه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
کم کم دارید ناپدید می‌شیدا خرخونای بدبخت می‌رید واسه امتحانا بخونید,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
چرا یکجوریم انگار کل شب گذشته گرفتن منو کتک زدم.,مفصلامو نمی‌تونم درست تکون بدم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
credit:,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
یک شب لذت,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
امروز مردی به خانمی در خیابان گفت جوووون خانم لبخندی زد سری تکان داد و فرمود سلیقت خوبه‌ها و رفت پشمان من نیز در مواجهه با این مکالمه بریخت,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
خاک تو سر ایلان,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
+  =  +  +  +  = ( + ) + ( + ) =  +  =,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
ولی حقیقت اینه که تمام اونایی که cfd کار می‌شن اولش با همون نرم‌افزارا تا کامتور رنگی خوشگل گرفتن حال کردن بعد رفتن دنبال حرفه‌ای شدن و اصول اولیه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
خوبه؟,به فرم موهام می‌یاد,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من با اینکه انقدر legend مآبانه دیسش کرد کار ندارم ولی چندتا تشابه قوی آورد وسط که خیلی دوست دارم پروسه‌ی اینکه چطوری اینطوری تشبیه کرد رو متوجه بشم.,مثلا چجوری به ذهنت رسید شبیه ننه‌هه توی inside outئه؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
مایکروسافت بخش قابل توجهیش اداست.,تبلیغای خفن AI رو در همه جا می‌بینید و ...,ولی همیشه اینا شوئه در عمل هچ از اجارای نیتیو اپای اندروید بگیر تا wsl توی تبلیغا قشنگ بودن ولی هیچ وقت خارج از تخیل عملکر درست حسابی نداشتن و ندارن,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اکادمی در ایران مرده,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
میم (طلا),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
نگاه کن کونت می‌خواره که آدم برینه بهت دیگه می‌تونستی بگی پس از یک روز سخت کاری یا همچین چیزی و یک ریسپکتی چیزی هم منشن بگیری.,ولی خب تصمیم گرفتی عکسو با دیس بذاری پس لازمه می‌بینم که بگم سیک تیر,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این ایده باحالیه Im In,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
John Fetterman حالا با تیپ لباس پوشیدنش کار نداشته باشیم(که باید داشته باشیم واقعا آدم ضایعیه) هر چند وقت یک بار سکته می‌کنه و دو سه‌ماه تو بیمارستانه و به کارا نمی‌رسه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
یکی گفتش که چرا به دانشکده دامپزشکی اپلای نکردی می‌رفتی هیدرودینامیک گاو بررسی می‌کردی =)) پ.ن: ممد بود,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
Take a break moment Stop using twitter for a while از طیف گسترده‌ای دارین کصشر می‌گین.,از کصشر فوق امیدوارانه تا‌کصشر فوق ناامیدانه.,همشم خر هم‌دیگرو می‌گیرید مابقی هم خر اونارو می‌گیرید که چرا خر هم‌دیگرو گرفتید.,بکشید بیرون آروم بگیرید یکم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
توییت خودمو تو sut twitter دیدم =) خودمو سرچ کردم  تا توییتم رو گذاشتن تا حالا =)) ایول,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
یادم باشه مامان دوستامو موقع استوری گذاشتم هاید کنم =),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
نینا آهنگی داره stars Stars they come and go they come fast they come slow که در اپیزود everyone has a story بوجک هم استفاده شده و حقا که ترکیب اوون صحنه‌ها‌و آهنگ منقلب کنندست,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
پلتفرم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
چه اردیبهشت بهتون خوش‌گذشته,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اووون مردا چرا انقدر خرن.,یک مرد هیچ وقت جلوی girls fight رو نمی‌گیره.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
نمی‌دانم چرا با تو هستم تنها کار درستی که انجام می‌دهم، با تو همراه شدن است و روزها برای تو می‌گذرند، اما برای من سریع می‌گذرند شب گذشته با تو صحبت کردم تو گفتی که همه چیز درست نیست، اما درست خواهد شد و وقتی تنها خواب می‌کنی تنها نیستی، من با تو هستم,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
غمگین مثل آدمی که کلی گشته کتاب antifragile نسیم طالبو پیدا کرده و خریده ولی انقدر ترجمش بده که هیچی نمی‌فهمه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
بلانسبت,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
خیر ریش هیچ وقت جذاب نیست,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
از وضعیت موسیقیاییم راضی نیستم هرچقدر تلاش می‌کنم با ریف‌های جدید و در کلید.های جدید تراوش کنم آخرش می‌بینم خیلی خیلی شبیه تراوشات قبلیمه.,خلاقیت در من مرده,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
واکنش من به هرکی که باهاش صحبت می‌کنم می‌گه ادمیشن دانشگاهای اروپاییشو قبول کرده:,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
Lol =),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
یکی از عجیب‌ترین چیزایی که در cfd Community دیدم ایرودینامیک گاوه =) اولش با یک prank شروع شد بعد جدی جدی شد یک بنچمارک برای مقایسه الگوریتم‌ها,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
«فضیلت انسان به آزادی ست»,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
موش و پَشَک!,در افغانستان به گربه میگن پَشک.,در ترکی زنجانی هم میگن پیشیک که گویا هردوی اونها ریشه‌ی ترکمنی داره.,احتمالا پیش پیش کردن ما به گربه‌ هم از این واژه میاد.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
جمعی از دانشجویان علم‌وصنعت یک اجتماع موسیقایی تشکیل داده‌اند.,در آخرین برنامه‌شون رویداد شوپن‌نوازی رو برگزار کردن و واقعا هم دمشون گرم!,چه استعداد‌هایی که نهفته مانده.,حمایت شما از این دوستان، مایه‌ی دلگرمی اون‌هاست.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
سلام دوستان، راهکار شما برای اینکه صبح زود بیدار بشید چیه؟,مثلا ساعت  صبح.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
شعر از علی اسدالهی، دانشجوی سابق علم‌و‌صنعت که ورودی  بود و در اعتراضات  اخراج شد.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
رفتیم غریبانه: بی‌صدا و پنهانی از یاد نبر خون را، خونی که شتک می‌زد!,خونی که از آن آمد فردات چراغانی یک جرعه بنوش آن روز!,با خنده بنوش آن روز!,یاد مردگانی که زنده‌اند و می‌دانی!,کجایید ای‌شهیدان خدایی!,به یاد مدافعان میهن، مدافعان خرمشهرِ خونین‌شهر.,خرمشهری که هنوز شهید می‌دهد.,<PAD>,<PAD>
«با رعایت حجاب می‌توان اصغر فرهادی,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
/ اگر یک موقعی هم کورولیف شما رو گاز گرفت اصلا نترسید و بلافاصله جای زخم رو ضد عفونی کنید تا عفونت نکنه و این عفونت هستش که ممکنه خطرناک باشه، باز هم بگم که کورولیف سمی نیست.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
خودم به شخصه ندیدم که کورولیف‌ کسی رو حتی گاز گرفته باشه و هروقت خواستم یکی از این‌ها رو بگیرم از دستم فرار کردن.,یک شیار عجیب روی بدنشون دارن که بعضی‌ جاها نوشته از اون ناحیه شکمشون رو باز می‌کنن تا حشره شکار کنن و اینکه مردمک کورولیف گرده ولی مار‌های سمی، مردمک چشمشون خطیه.,/,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این موجودات بیچاره مار نیستن و در تیره‌ی مارمولکان بی‌دست‌وپا قرار می‌گیرن.,اصلا سمی نیستن و بسیار هم ترسو هستن.,گیلکی‌ها بهش میگن کورولیف که نام علمیش pseudopus apodus است.,امیدوارم که این توییت شما منجر به تخریب زیستگاه‌های طبیعی و خود این موجودات نشه.,/,<PAD>,<PAD>,<PAD>,<PAD>
واقعا از زندگی خسته شدم.,دوست دارم فقط الکترونیک بخونم و کد C بزنم، لذت جهان و آخرت رو ببرم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
انقدر مغزم مسموم شده که دوبار اومد تایملانم و هر دوبار اولش «زاغ بور» رو «زارع پور» خوندم.,در نهایت گفتم لعنت بر زارع‌پور و درود بر جناب موسوی و ریتوییت کردم!!,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
لطفا به یک درکِ دسته‌جمعی برسید که من وجود ندارم ممنونم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
واقعاً یه ایست قلبی چیه دیگه؟,همونم ندارم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
دورف‌ها وقتی می‌خواستن برای شکست اورک‌ها با الف‌ها متحد شن:,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
متأسفانه باید بپذیرم که سرجیو لئونه وسترن اسپگتی رو جارو کرده، به انتها رسونده و گذاشته کنار.,هر فیلم دیگه‌ای می‌بینم ضعیفه.,دیگه از فازش اومدم بیرون.,تصمیم جدید اینه که تا اطلاع ثانوی وس اندرسون و دیوید کراننبرگ.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
ستارگان هرگز خواب نمی‌بینند.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
جولیانِ The Strokes وقتی جارویس اومد توی کنسترش که یه دونه آهنگ بخونه اینجوری معرفیش کرد:))),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
جاروبیشترین پادشاه,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
آقاهه از اینکه توی همهٔ عکسام می‌افتاد اعصابش خرد شده بود.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این دختره زنگ زده داره مخم رو می‌خوره کمک.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این یارو هم خیلی سکسی بود.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
تو هرگز کافی نخواهی بود.,به یاد داشته باش.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
So what do I do?,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
چقدر همه‌چیز اشتباهه.,از این زندگی متنفرم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اینقدر ادای اون روسی‌های نابغه رو در نیار مردک بی‌استعداد:)))))))))),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
آه آقای عزیز...,زندگی گاهی چنان وحشیانه مقابلم قد علم می‌کند که توان مقابله با آن را ندارم.,فقط کناری می‌ایستم که هر چه دارم و ندارم بگیرد.,خدا را چه دیدی؟,شاید گاهی دلش بسوزد و سکهٔ سیاهی جلوی من بیندازد.,<PAD>,<PAD>,<PAD>,<PAD>
شریف رو اول می‌زنم و دعا می‌کنم تهران بیارم.,دعا = خدایا کس مادرت.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
واقعاً دانشگاه پیوستگیِ تفریحاتم رو ازم می‌گیره.,الان من از فاز این رمان بیام بیرون دیگه خدا هم نمی‌تونه منو بهش برگردونه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
امروز چه روز خوبیه.,هوا ابریه.,نشسته‌ام این گوشه کنار لیوان چاییِ عزیزم.,خونه تاریک و جذابه و جولیان هم داره برام آهنگ می‌خونه.,کاش همیشه اینجوری بود.,<PAD>,<PAD>,<PAD>,<PAD>
اینا مگه Pop-Up Ad نبودن=)))))),<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
شاید بهتره بخوابم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
آقا از اونجایی که Red Dead  حجمش خیلی زیاده و واقعاً نمی‌تانم صد گیگ حرومِ فایل خراب بکنم بیاید بگید شما از کجا دانلود کردید؟,یکی نصب کرده باشه که دیگه با خیال راحت دانلود کنم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اینا به دنیا اومده‌ان که relatable باشن.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من حس می‌کنم روزانه خیلی بیش‌تر از این - لیتری که هی می‌گید آب می‌خورم.,کو پس؟,چرا من خوشحال‌ترین انسان کرهٔ زمین نیستم؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
شب بخیر.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
تو قراره منو ببوسی یا فقط وقتمو تلف می‌کنی؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
کیک خامه‌ای بی‌نهایت سفید,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
احتمالاً تنها چیزیه که یاد گرفته‌ام به خوبی هندلش کنم.,تنهایی.,Im not afraid of being alone.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
همین‌طوری پیش بره دیگه به هیچ‌کس نمی‌تونم اعتماد کنم.,که این قضیه به تنهاییِ بیش‌تر خودم منجر می‌شه.,که خب بشه.,به درک.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
از لباس‌های تیره متنفرم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من هرگز با دلیجان توی زمین‌های سفیدپوش شده از برفِ امریکای  سفر نمی‌کنم.,من تا ابد ور دل آخوندها زندگی می‌کنم، توی توییتر گه می‌خورم و بعد هم در تنهایی می‌میرم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من دیگه مطلقاً حواسم رو از دست داده‌ام.,اگر با من دیالوگی دارید بدونید هشتاد درصد حرفاتون رو متوجه نمی‌شم چون ذهنم قدرت دنبال کردنتون رو از دست داده.,به من یک چاه بدهید که در آن تنهایی زندگی کنم ممنونم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این من در گوشه است,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
یه ذره عقلت کمه به نظرم.,حالا دقیق نمی‌دونم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
نفرتم از توییتر و کلاً شبکه‌های اجتماعی رو نمی‌تونم در قالب کلمات بیان کنم.,*Stays*,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
منو خاک کنه یه نفر دیگه نمی‌تانم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
علیرضا در ریگ روان و توهم‌های توطئه‌اش.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
نمی‌دونم چرا نمی‌تونم این ماجرای فیروز نادری رو باور کنم.,یعنی چی از حال رفته سرش خورده به دیوار بعد از گردن به پایین فلج شده؟,سریال ایرانیه مگه؟,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
جان ویک قبلاً اینقدر نمی‌زد توی تخمای ملت.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من جداً حس می‌کنم آدم بدی‌ام.,این مسئله، دغدغه همیشگی و اساسیمه و هیچ‌وقت از فکرش بیرون نمیام.,تا حدی آرامشم رو هم مختل کرده و نمی‌دونم بابتش چی‌کار کنم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
فکر کنم وقت گم و گور شدنه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
کاش ستاره بودم.,تنها و دور.,و احتمالاً مُرده.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
واقعاً عصبانی‌ام.,قشنگ پتانسیل آدم کشتن دارم.,امروز همه به انحاء مختلف کله‌مو کیری کردن.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من واقعاً متوجه نمی‌شم.,اگه قراره منو از جام بلند کنی «چون اینجا راحت‌تری» گه می‌خوری میای توی واگن آقایون.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
دیگه دارم عصبانی می‌شم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
حد غاییِ ادبیات روسیه.,خالص و عریان.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من می‌دانم چگونه ذهن‌های شما کار می‌کنند.,من مطالعه کرده‌ام.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
صبر کنید.,من می‌خواستم مصیبت‌هایم را برایتان بگویم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
آره علی جان.,امید رو با بدبختی زنده نگه می‌داریم.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
یک پله به علم و صنعت موندن نزدیک شدم.,خدایا کس مادرت,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
می‌دونی چیه عزیزم؟,امیدوارم که پیداش کنی، امیدوارم که خوب باشه.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
اتاق راسکلنیکف رو دقیقاً همچین چیزی متصور می‌شدم.,نه شبیه به این.,دقیقاً همین.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
من بدنت را در دست خواهم گرفت و دوباره آن را به خواندن خواهم انداخت,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
این قیافهٔ آشفته‌‌ام رو خیلی دوست دارم.,موهای به‌ هم‌ ریخته و ریش نامرتب.,اگه یه جلیقهٔ گاوچرونی هم داشتم دیگه عالی می‌شد.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
به زودی می‌میرم و همه چیز تمام می‌شود.,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>,<PAD>
